age,status,sex,orientation,body_type,diet,drinks,drugs,education,ethnicity,height,income,job,last_online,location,offspring,pets,religion,sign,smokes,speaks,essay0,essay1,essay2,essay3,essay4,essay5,essay6,essay7,essay8,essay9
35,single,m,straight,average,vegan,socially,never,graduated from ph.d program,asian,71.0,50000,other,2012-06-29-14-17,"oakland, california",doesn't have kids,likes dogs and has cats,atheism and laughing about it,gemini but it doesn&rsquo;t matter,no,"english (fluently), latin (poorly), chinese (okay), c++ (poorly)","consider the following: on average, you are attracted to one out of every ten potential partners. this is likely an overestimate but, for the sake of argument, not an unreasonable assumption. by the same token, that one person you like has a one in ten chance of liking you in return. this means that the odds of two people hitting it off and getting along are no more than one percent. this is perhaps an alarmingly low figure, i admit. but such is the remorseless, ineluctable beauty of mathematical truth.  the question is: are we the one percent?","for more than a decade i was a theoretical physicist, but left in search of something more intellectually engaging. now i do fundraising at a nonprofit. trying to save certain elements of the world, the parts worth saving. i like my job, and i am very, very good at it.  i train dogs at the local humane society once a week. i do insanity workout dvds. i cook. at work, i like to blast the ring cycle on loudspeakers. on weekends, i walk down the street, say hi to dogs along the way, eat a masala dosa, drop by the used bookstore, then the wine store. i chat with the wine merchant for a bit, ask him about some new item, learn about an obscure grape variety, get a bottle of something. i call my mother and try to calm her down about the state of american politics. i exchange email and funny observations with far away friends. i make time for dinner/drinks and funny observations with close by friends. i think. i am. everyday is bloomsday.  mentally preparing for the rick perry administration... then the mitt romney administration... then the newt gingrich administration... and back to the mitt romney administration...","math, kvetching, dog training, christian side hugs, speaking jive to animals, cooking, getting software to malfunction, acquiring useless knowledge, thinking of the appropriate simpsons moment for any occasion, tasteless humor, foul language","my hands. i tend to gesticulate. in high school a teacher asked me: ""are you italian or jewish?"" i said ""no"". she said: ""then don't move your hands so much when you talk!""","i think one's dislikes are much more revealing than likes, but just to play along (the reason dislikes are more revealing is that people tend to like the same things, but dislike different things; just like how happy families are all alike, but every unhappy family is unhappy in its own way):  hachiya persimmons when they are so ripe that you can suck them through a straw; the ending of the great gatsby where the american dream is revealed to be a mirage; janis joplin singing ""summertime""; ella fitzgerald forgetting and making up the lyrics to mack the knife; billie holiday singing practically anything; the dialogue between divine's mother and the egg delivery man from pink flamingos; duino elegy #1; beethoven's opus 111; patti smith's cover of ""smells like teen spirit""; zapp's ""spicy cajun crawtators"" potato chips; the end scene on the beach from la dolce vita, when marcello realizes that the past is indeed past; swann's way; ""my foolish heart"" by bill evans; anything written by gene weingarten; ""jimmy corrigan, the smartest kid on earth""; peta; doctors without borders; planned parenthood","telecommunications, coffee, hot sauce, music, irony, wine.","why do good things happen to bad people? the nature of comedy. new york city. the 20th century. why is there something rather than nothing? why did hannah arendt date martin heidegger? how exactly is quantitative easing different from printing money? sql. garrison keillor is just a sadistic experiment to find out how much boredom npr listeners can tolerate, right?","now rock climbing, apparently.",i'm not into chocolate or haruki murakami.,"you can teach me bayesian statistics. seriously, i want to apply it to a future project. in exchange i can teach you quantum mechanics, or some other non-monetizable knowledge i have.  you don't think lowering taxes increases revenue.  you are complex but not complicated.  you are partially animated by a healthy sense of moral outrage.  you like animals. (it's cool if you don't like scorpions. i wish them no harm but prefer to maintain a certain distance.)  your favorite thinkers do not include ayn rand, khalil gibran, ronald reagan, che guevara, elizabeth gilbert, naomi klein, bernard-henri levy, tom friedman, david brooks, maureen dowd, dr. phil, deepak chopra, malcolm gladwell, maya angelou, or noam chomsky.  but we know none of this matters. you'll just go for some emotionally distant hipster dude with a cool beard who plays video games on his atari 2600 all day."
31,single,m,straight,athletic,mostly anything,socially,never,graduated from college/university,hispanic / latin,74.0,40000,education / academia,2011-09-25-23-31,"berkeley, california",,likes cats,,libra and it&rsquo;s fun to think about,no,"english (fluently), spanish (okay)","hey,  so about myself...  i m a young professional, working full time and going to grad school. i got my stuff together and still going for more. i'm ambitious and have goals in my life but also like to have fun. i'm tall, and physically active.i'm looking for someone open- minded, and fun. i grew up in the bay area and there are many fun things to do and see. if anything, i am down to chat, and see where that goes.","i am currently working on a masters degree, and work full time. yea, i got my hustle going on and trying to do more big things in life..one of my life goals is to attend every world cup! if you know anything about futbol/soccer, the world cup is a just a big global party!","working on techy stuff, delegating directions, listening and observation skills are attuned",my height,"listen to all music. don't really watch tv except sports and i'll watch anything you watch..i wont complain. love mexican, thai, chinese, italian, south american, and indian food.","phone, laptop, car, family, friends, web","the mayan calendar,","recently, mixing music, or hanging out with family.",should i put myself on blast on the net!?!,"....i feel i have good energy to offer, and have a unique out look, hope you do as well!"
25,single,m,straight,average,mostly anything,socially,never,graduated from college/university,asian,70.0,250000,banking / financial / real estate,2012-06-28-08-08,"san francisco, california","doesn't have kids, but wants them",,buddhism and somewhat serious about it,aries but it doesn&rsquo;t matter,no,"english, chinese, japanese",i was born in beijing and grew up near boston and new york. after college i worked in finance in tokyo/singapore/hk. i recently moved to sf to launch a startup. i'm looking to meet some interesting people from this site and hopefully we can explore the city together a bit.,i primarily do high frequency trading of asia equity and fx derivatives. i also play poker.,"i enjoy snowboarding, biking around cities, reading, tennis/squash, ultimate frisbee, puzzles, talking about big ideas.",people say i look young to be doing what i'm doing--i get that one pretty often.,"norwegian wood, good will hunting, boardwalk empire, iron and wine, sushi.",,"libertarian ideals, racial equality.",,,you'd like to grab a coffee or drink one of these days. i work in the ferry building at embarcadero and live in soma.
59,single,m,straight,fit,mostly anything,socially,never,graduated from college/university,asian,64.0,60000,education / academia,2012-06-29-21-36,"san rafael, california","has a kid, and might want more",dislikes dogs and dislikes cats,other but not too serious about it,scorpio but it doesn&rsquo;t matter,no,"english, chinese, tagalog",,,,,,,,,,"you want some adult conversation, want to have lunch, go for a little hike in the city or country or a movie."
27,single,m,straight,athletic,anything,socially,never,graduated from masters program,asian,68.0,60000,,2012-06-30-00-25,"san francisco, california",doesn't have kids,likes dogs,agnosticism but not too serious about it,scorpio,no,"english (fluently), chinese (okay), japanese (poorly)","just moved to sf for a new job and looking to meet some people.  i'm easy-going, fun, and sociable.  i enjoy running, which is something that i've done since high school. i also enjoy doing a lot of other outdoor activities, such as hiking/camping, biking, playing softball and football, etc. i'm always up for an adventure.  i have a wide range of interests, anywhere from sports to politic/social policies to multivariate statistical analysis to fine arts.  i am a huge sports fan, mostly baseball and football though.  i love trying out new food/cuisines, esp if it includes seafood (give me some good cerviche and i'm in heaven). i'll pretty much eat everything or at least try it once.  i can cook but i usually don't make anything elaborate unless there is a special occasion.","trying to live up to my potential and having fun along the way. i have a general idea of where i want to be, but i don't have a definitive plan on how to get there. i like to figure things out as i go.",- figuring out how stuff works. - adapting to new [insert noun]. - listening. - remembering things.,is that i look younger than my age.,"music: of monsters and men, foster the people, passion pit, the shins, vampire weekend, the naked and the famous, the strokes, outkast, cake, better than ezra, bon iver, cage the elephant, mgmt, edward sharpe and the magnetic zeros, mumford & sons, arcade fire. (these are just some current fav)  movies: chris nolan's batman, thank you for smoking, inception, zombieland, shaun of the dead, j.j. abram's star trek, the avengers, hangover, monty python and the holy grail, old school, role model, eternal sunshine of the spotless mind, the departed, (500) days of summer, forgetting sarah marshall, alien, pan's labyrinth, the prestige, star wars iv-vi, indiana jones, joe dirt, anchorman, little miss sunshine, requiem for a dream, black swan.  shows: newsroom (as of 6/24), daily show, futurama, mad men, how i met your mother, dexter, house, simpsons, river monsters, planet earth, always sunny, 90's cartoons, anything space/physics related shows on the discovery channel.  books: catcher in the rye, of mice and men, overdosed america, water margin (in chinese), romance of the three kingdoms (in chinese). (i was never a huge book reader, but i do read a lot of news/current events and magazine articles)","besides the basic needs... - my droid & google map - music - running shoes - my friends & some family members - a car (preferably my car, mostly b/c i like to drive) - a city with good transportation system (yes, i like to have both)",how to make myself a better person.,doing whatever i feel like.,"i got a math minor in college and took one of the hardest classes by choice. don't worry, i didn't qualify as a super-nerd; i barely passed the class with a c.","- you want to meet an interesting asian. - you like to try new things (food, activities, visiting new places, etc). - you won't make me listen to country music (i don't mind if you like country). if you received one of my message and aren't interested. seriously, i would really appreciated if you let me know."
52,single,m,straight,a little extra,anything,socially,never,graduated from high school,hispanic / latin,70.0,70000,other,2012-05-03-01-52,"castro valley, california",has kids,,christianity,pisces but it doesn&rsquo;t matter,no,english,,,,,,,,,,
25,single,m,straight,athletic,mostly anything,socially,never,graduated from two-year college,hispanic / latin,63.0,30000,sales / marketing / biz dev,2012-04-24-23-08,"redwood city, california","doesn't have kids, but might want them",likes dogs,catholicism but not too serious about it,pisces but it doesn&rsquo;t matter,trying to quit,english,"hey whats names christian im 23 i stand 5'3 yea im short but i do big thangs lol well i was in the marine corp served my country for three nd half.years. ima dork im funny outgoing dwn to earth love to party dance go to the beach im dwn for watever i stay in redwood city,ca yeeee the bay baby if u want to get to know me hit me an inbox :)",,,,,,,,,
36,single,m,straight,a little extra,mostly anything,not at all,never,graduated from two-year college,"asian, pacific islander",67.0,20000,other,2012-06-29-10-02,"vallejo, california","doesn't have kids, but wants them",has dogs and has cats,catholicism and somewhat serious about it,sagittarius but it doesn&rsquo;t matter,trying to quit,"english (fluently), tagalog (okay)","i've been told that i'm ""easy-going"", down-to-earth, and a good listener. i think i'm just being me. i listen when someone feels like talking and i allow them to speak as much as they like. i like listening to stories. i'm an open book, feel free to ask me mostly anything and i'll do my best to give you a complete answer. starbucks and pearl-drink cafes are my favorites. i can be found at my local starbucks almost everyday!","currently, i'm in a medical billing and coding program. i plan on finishing this in 2013. i also have a degree in computer technology. yes, i am a computer geek! haha! i carry my sketchbook and ipod with me almost everywhere i go. i do graffiti art (on paper) and i love different types of music.","i'm really good at being quiet and enjoying ""everyday-life"" scenery. some people call it ""people watching"", but i consider it being easily amused :)","people notice my earbuds dangling from my ears! hahaha! and maybe my laugh, because i tend to joke around.","movie: pulp fiction, martial arts films, kevin smith films  shows: house m.d., tosh.o, bizarre food, man vs. wild pretty much anything on the history and discovery channel.  food: filipino, chinese, japanese, i'm willing to try anyything","1. jesus... without him, nothing is possible, but with him, nothing is impossible!  2. music... music can influence every mood, even when no words are being said.  3. my sketchbook... graffiti has become a big part of my life. it flows in my blood (not literally, of course)  4. coffee... need i say more?  5. my phone... what can i say? it plays music, makes calls, and best of all... i text with it!  6. my computer... it's a digital age... my pc is a necessary tool!  of course friends and family are important to me, but that should already go without saying :)","icd-9 and cpt codes! hahaha! jk... i'm focused on school right now, but on my down time... i think about my future and how my pets are doing :)",at starbucks! hahaha! i'm either studying or drawing there :),i'll admit to things if you ask me the right questions! haha!,"if you're looking for someone to have coffee with or want to do some graffiti designs with, have someone to talk and chill with... or if you find me interesting and want to get to know me better! :)"
31,single,m,straight,average,mostly anything,socially,never,graduated from two-year college,black,69.0,40000,transportation,2012-04-07-12-29,"oakland, california","has kids, and might want more",likes dogs and likes cats,other and laughing about it,libra and it&rsquo;s fun to think about,trying to quit,english (fluently),"is there more to you than just your looks ? if so than i'd like to tell you a little about myself. i'm 5'9"" brown eyes and dark brown hair. i love hanging out with my friends. there's nothing i wouldn't do for a real friend, i've been knowing these guys since grade school and couldn't ask for better ones. i'm family oriented as well i have a really huge family and love spending time with them, 2 children of my own a girl and boy (7 and 2) and i love em to death, i make sure i spend as much time with them as i can. im pretty versatile when it comes to life i can listen to some 2pac,outcast, j.cole, then switch it up to some metallica, rev theory, avenged, and then maybe when i wanna relax i'll turn on some kblx and listen to some slow jams. i may wear some jeans and jordans one day and tomorrow im wearing khakis and flats. that's just how i roll ... for the most part i'm kind of spontaneous, im fun to hang around i crack jokes (often at someone else's expense) i can be a bit sarcastic at times(ok a lot of times)im funny, confident, self motivated, charming, adventurous and kind of a challenge. i am self driven and motivated and accomplish my goals when i set my mind and apply myself to them. i am very open minded, i enjoy new things and studying new cultures and learning customs. i have friends of all walks of life, i guess you could call me an international man of mystery (oooooh) i listen to every side of a tale before i share my thoughts. i'm very opinionated though. i love to have fun and all have blast when they're with me so (so im told) my motto is laugh when you can it's cheaper than medicine ..... what i am looking for is someone who enjoys some of the same things i do. not all but some, someone attractive yet witty, someone who can arouse and stimulate my mind as well as my manliness. someone with personality and a sense of humor. someone who is confident in themselves and knows they are a catch. someone submissive but not weak. i'm not willing to just jump into anything so mainly a good friend ! someone to hang out with and be ourselves no pressure or expectations. if i can find someone who is just as beautiful on the inside as well as the outside, someone above average and we can form chemistry together, well then i'd like to see how far we can take it. whether or not i find her here is what i intend to find out .... worse case scenario maybe i'll make some cool friends","im into aviation as my career i'm an on call aircraft mechanic at san francisco airport and i love my job. i enjoyed the ability to travel around the country due to my profession and plan on going overseas for the first time in the near future. in my spare time im an artist who loves to create the world as he sees it, from painting landscapes to portraits and abstract modern work. im into music as well, i write songs for people freelance and sometimes do my own stuff.",being creative !,my personality,"favorite books ""the lord of the rings trilogy"" a song of ice and fire, bushido, the art of war, behold a pale horse, the lion the witch and the wardrobe, ""favorite movies"" gladiator, troy, braveheart, pulp fiction, the dark knight, the fourth kind, the hangover 1 and 2, harold and kumar's, office space, friday's, grandma's boy, star war's episode 3, and plenty more""favorite shows"" monday night raw, smackdown, spartacus, football, always sunny in philadelphia, everybody hates chris, favorite ""music "" not much rap anymore most of it sucks now im more into hip hop or old school rap like wu- tang, outkast, 2pac, nas, rakim, krs one etc. i like rock some metal rev theory, metallica, disturbed, skillet, avenged sevenfold, 3 days grace, saving abel, evanessence, ""favorite food"" shellfish, sushi, thai, jamaican, mexican, chinese, italian","my family, my friends, my creativity, coffee, and money",ways to get ahead in life ....,relaxing ...,ummmm .....,want to know more
38,single,f,straight,curvy,mostly anything,rarely,never,graduated from college/university,pacific islander,68.0,50000,banking / financial / real estate,2012-06-08-01-21,"san leandro, california",has kids,likes dogs and likes cats,christianity and somewhat serious about it,gemini and it&rsquo;s fun to think about,no,"english (fluently), spanish (fluently), hawaiian (fluently)",im a native of hawaii & am a single mother looking to widen my horizons by meeting new & interesting people who love to enjoy life.,trying to find a way too finish earning my architectual engineering degree & raise my children @ the same time!,anything i set my mind on doing i do it verrrry well!,a great smile & my vuluptuous lips.,books-the giving tree movies-running scared anything by terintino or robert rodriguez music-anything & everything that tickles my fancy,the 6 things i could never do w/out are: 1) my children 2) my granma/mother 3) my few but charished bffs 4) my faith 5) my love of life 6) my family,how to better my childrens lives.,i spend it usualy with my girls cuz its movie night!,i like to clean house too salsa music & dance in my underwear while doing it,if you love & enjoy life too the fullest & also like a lil 808islandheat added to it while doing it!
25,single,m,straight,fit,mostly vegetarian,socially,never,graduated from two-year college,"pacific islander, hispanic / latin",68.0,50000,medicine / health,2012-06-29-23-17,"oakland, california","doesn't have kids, but might want them",has dogs and likes cats,catholicism but not too serious about it,capricorn but it doesn&rsquo;t matter,sometimes,"english (fluently), spanish (okay), tagalog (poorly)","i am an ambitious guy. i strive for the best, and i consider myself a hard worker. i graduated nursing school in the end of 2011, and been working as a licensed nurse for several months now, doing my best putting in hours and learning a lot. i've always had a passion for helping people. i enjoy going to art and science museums, i love absorbing new information, especially if its related to the human body. i am a unofficial health nut, i devote a lot of time going to the gym, and caring for my 3 doggies and taking them out for a walk near the beach. i'm a good listener, even if i don't know anything about the subject i tend to become intrigued and motivated to learn more about the subject.  i used to be known as a really good artist, but it's a lot harder to find the time to sit and draw or paint now. i'm big on exploring new areas, learning about a really beautiful scenic places, or finding a not to well known restaurant. i'm always trying to learn new recipes because i love to cook. i love to laugh, especially when it has to do with sarcasm, awkward situations, and corny one liners. i've been to a few comedy shows and wish to go more often. i am sometimes hard on myself because i have high expectations, and i try to stay on a life path that allows me to improve as a man. continuous small improvements in life, having an open mind and trying new things is what i'm pursuing right now in life. also haven't done much traveling, but i would like to do a lot more road trips and flying to different places around the world.","currently working two jobs as a charge nurse at a snf/rehabilitation center, as well as doing homecare. recently cut back my hours because i had no life outside of work for several months ( me being a new nurse on the floor) a lot to learn and adjusting to weird working hours and unpredictable schedule making a social life difficult, but as time goes forward things are getting better and less unpredictable. i have plans to go back to school and working at a fire department(always was a goal of mine since i was a kid). hitting the gym, trying to be there everyday. trying to teach my crazy chiwawas to behave, and figuring out how to make my apartment look more ""homey"" along with fixing random stuff around my place.",getting rid of spiders.  seeing the world differently  always finishing what i star,"""i can't tell if he is hispanic or filipino""  -almost everyone",,"family, friends, a car, technology, good food, and gym membership/workout equipment","thinking about the future, when i will go back to school for my rn, or if i should become a nurse practitioner. when will i find the right woman, and what should i eat?",,i somehow seem to get into many awkward situations. at least they become good stories after...,"want to hang out and do something fun. also if you are funny, geeky, open minded, charming, have the second piece of my heart amulet, or are random"
21,single,f,straight,fit,strictly vegetarian,socially,never,graduated from college/university,,67.0,20000,education / academia,2012-06-01-21-02,"oakland, california",doesn't want kids,likes dogs and has cats,agnosticism but not too serious about it,leo but it doesn&rsquo;t matter,no,"english (fluently), french (fluently), spanish (okay), greek (okay), italian (poorly)","i do things, and i go places - just like everyone else you've met. i went to school, but now i've finished, and am trying with minute success to find out what comes next. and also to convince but absoutely anyone that they ought to hire me. i read incessantly, but haven't a particularly strong affinity with spelling. sometimes, i leave.","right now? floating along living it, etc. and i figure the rest of it will figure itself out","euf, how should i know? narcissistic interior monologue? i'm still trying to figure out what i want to be good at, so i figure we've got to wait it out, obituary style. and even then, if i finally die a pentalingual essayist, you just know that a couple columns over, you're going to find some poet that's a decalingual nobel laureate, so does it really even matter?",caplillus multus plus plurimum,"look, if i answer this, there won't be the slightest thing to talk about later on. besides, i had a small sister who was, for some time, absolutely dictatorial on the subject of favorites, and i've gone off them. and anyways, if you're the sort that makes decisions based on favorites, we're not going to get along anyways, so we may as well call it quits here and now","to be perfectly honest, i'm not a big fan of absolutes and it seems to me, that the human being is capable of rather more than it assumes is theoretically feasible.","may 2005, national geographic  a popcorn cat poisened several new england children in 1955, when levels of orange food coloring reached toxic levels due to poor manufacturing controls. victims recovered and the manufacturer recalled the other cats.",regretting its typicality,"sometimes, i'm an ass.",you want to
