status,sex,orientation,body_type,diet,drinks,education,ethnicity,height,income,job,last_online,location,offspring,pets,religion,sign,smokes,speaks,essay0,essay1,essay2,essay3,essay4,essay5,essay6,essay7,essay8,essay9
single,m,straight,a little extra,anything,socially,graduated from high school,hispanic / latin,70.0,70000,other,2012-05-03-01-52,"castro valley, california",has kids,has dogs,christianity,pisces but it doesn&rsquo;t matter,no,english,"i am a single mother of three boys. all which have graduated from high school. i am currently working at an non profit with a mission of social change as a core value. i love my work and i love my children, but its finally time for me to focus on me. i'm interested meeting new and interesting people. i would like to have a companion to hang out with. i am a happy and upbeat person. i have absolutely no drama in my life.",i'm changing the world one person at a time.,i am a really good salsa dancer. i'm an advocate my nature and i inspire others.,"first my eyes, then my legs!","i like reading magazines, articles and short stories. i am a movie goer!!! i love the big screen and definitely like to see movies on the weekend it opens. i'm a very picky eater. mostly chicken and rice.",chocolate - not dark sleep diet coke my hair stylist gym dancing,day dreaming about my 2012 cruise.,"ummmmm, first friday, hot salsa friday, latin nights. get the picture??",i'm not willing to admit it. :-),"you should send me a message if you are fairly good looking and in shape. sorry if i'm coming across shallow, but i work hard to keep myself in shape. the first thing that i will notice is your smile. i love a warm and beautiful smile."
single,m,straight,average,mostly anything,rarely,graduated from high school,native american,75.0,100000,construction / craftsmanship,2011-12-16-15-39,"san francisco, california",,likes dogs and likes cats,other but not too serious about it,virgo but it doesn&rsquo;t matter,no,english,6ft 3in 220lb i am retired after more than30yrs of work(machinist union)lost rt leg 2010 june not a good year but i am thugh i still ride motorcycles with a passion.,"just found house for my mom and dad all on one level.all i need to do is make bathroom larger and handycap accessible cool ha.most of my time is spent helping others,old,handicap,mostly mom,dad.gardening my yard,",,,,,,,,
single,f,straight,average,mostly anything,socially,graduated from two-year college,hispanic / latin,62.0,-1,law / legal services,2012-06-30-00-15,"vallejo, california",has kids,likes cats,catholicism,aries but it doesn&rsquo;t matter,no,english,"let's see what can i tell you about me. if i had to pick two words to describe myself they would be ""spicy"" and ""kindhearted."" i still believe in romance. i am fun and spontaneous. i am a people person yet can enjoy a quiet night at home curled up with my man or a good book or movie. i have a good sense of humor, and i love to laugh. i was brought up in san francisco, so i appreciate the city, but i now live in the suburbs and enjoy the country as well. i think i am well-rounded and can appreciate many environments. i won't play games.",i have been very fortunate to have the love of family and friends and i grew up in beautiful san francisco and now i am embracing a new life and looking forward to embarking on a new journey. i want a partner in my life to join me in this new adventure.,"i'm really good at being a friend, a good listener, connecting with people and appreciating the fun in the moment.",the first things people usually notice about me is my smile and my eyes.,"my favorite food is sushi but enjoy pretty much everything out there. my favorite book is ""cold sassy tree"" but there are others that i love, too. one of my all time favorite movies is ""to kill a mocking bird"" but there are tons more i really like. i enjoy watching big bang theory, person on interest, touch, american idol, antique road show, etc.","love, hugs, kisses, my family, sun block, books, and make-up (i am a woman, i need my make-up) ;-) ha i know i listed seven!",the direction in which i'm headed.,"out with friends, dining, dancing, getting ready for the weekend, just relaxing at home reading a book, or watching a movie. it's different all the time.",i guess you'll have to meet me for me to tell you lol.,my profile entices you.
single,m,straight,,,socially,graduated from high school,,66.0,-1,transportation,2012-06-27-21-42,"san francisco, california",doesn't want kids,likes dogs and likes cats,atheism and somewhat serious about it,gemini but it doesn&rsquo;t matter,no,english,"after the greek poet archilochus, i'm more of a hedgehog than a fox. i prefer the grand narrative to a post modern bits and pieces view of the world.  i am somewhat shy, politcal, and salty","working on ferry's, organizing workers in the maritime industry, trying to see as much of this wide watery world as possible while engaging with social movements in far flung climes, and while at home in san francisco, the usual urban activities and going to meetings.","procrastinating, this self promotion stuff makes me uncomfortable",i have no idea,"recently read: postwar: a history of europe since 1945 by tony judt. bangkok tattoo by john burdett crime and punishment by fyodor dostoevsky solidarity divided by bill fletcher and fernando gapasin red earth and pouring rain by vikram chandra  recently saw: the wrestler, burn after reading, milk, happy go lucky, sin nombre  when it comes to my all time favorite book, i've usually said moby dick and my all time favorite movie is andrei roublev  food: south indian, anything that tastes good  lately have enjoyed various takes on indian classical at sangati center. saw an interesting thai pop group in chaing mai, thailand last month. going to amnesia on valencia st. wednesday nights.",cities  frequent flyer miles  walking to bars and restaurants and bookstores  time off from work  time to read  time with friends,"why the american working class, in this time of crisis, doesn't wake up to is ability to change the world. the ultimate fulcrum. ok,there are other things, but most of my adult life has revolved around one form of that question or another and contrasting it with other social justice/working class struggles in north america, asia, latin america, europe and a bit of africa.","going to bed relatively early, i work on saturday,  but, on my friday, its a bar, or a meeting or freinds over for dinner, or out to dinner or all three or none of the above.",,you understand the reference to the hedgehog and the fox
single,f,straight,a little extra,mostly anything,rarely,graduated from two-year college,pacific islander,60.0,-1,clerical / administrative,2012-06-28-10-21,"san francisco, california",has a kid,likes dogs and likes cats,catholicism,sagittarius,no,english,"just a simple city-bred gal with a country-loving spirit. i love the beach, but also the mountains. i enjoy walking in sunshine and dancing in rain. i love cuddling under the covers during a rain storm, listening to the drops on the roof. i do have a very strong competitive nature, something my father instilled from a very early age. i enjoy singing even if i go off-key at times and dancing despite i'm not too good at it. i am also proud to admit i'm a grandmother and a published poet, having been printed in 4 books.",just basically trying to get it back together after my divorce and the death of my mother after caring for her for 2 years while she battled with lung cancer.,working under chaos and multi-multi tasking,"my smile, which you will see quite often","my favorite writer is john saul, i have been reading his novels since 1977. i like the classic horror movies, sci-fi, action, some comedy, the classic epics too. i grew up with motown, but have also gyrated over to alternative hard rock like disturbed, 3 doors down and goth cross-overs like cruxshadows. i like to eat sushi, chinese, seafood and mexican...yummy!!!!!!!!!!!!!",my god my family my friends my cellphone my laptop my handgun,coming up with more writings for my book that i hope to get together and published soon.,usually at home unwinding after a 2 hour commute,"in spite of my confidence and bravado, i can be hurt..",you think you would like to become a friend or want a penpal. or if you just wanna say hello...don't be afraid to write.
single,m,straight,thin,mostly vegetarian,socially,graduated from college/university,hispanic / latin,66.0,-1,construction / craftsmanship,2012-07-01-01-42,"san francisco, california","doesn't have kids, but might want them",dislikes dogs and likes cats,catholicism but not too serious about it,cancer and it&rsquo;s fun to think about,no,"english (fluently), spanish (fluently), french (poorly)","born in the north part of mexico, and live and study in mexico city, then move to california and travel trough europe belgium, holland, france, spain. i'm quiet and easy going, not to social,",readjusting to my new situation.,"playing the guitar, and building things up.",my eyes,"the petite prince, the wind journeys, music performers, jazz, latin, flamenco, international cuisine, japanese, indian, mexican, french, german, spanish etc.",my guitar; morning coffee; sun; friends & family.,music,"going out to a concert, to a restaurant or to the movie theater",i don't know.,"you believe in the chemistry of love,"
single,f,straight,curvy,mostly vegetarian,not at all,graduated from masters program,"black, native american",67.0,-1,other,2012-06-30-01-32,"san francisco, california","has kids, but doesn't want more",likes dogs and likes cats,buddhism,gemini,no,"english (fluently), portuguese (poorly)","~~~~~~~~~~~~~~~~~~~~~~~~ ""those who love you are not fooled by mistakes you have made or dark images you hold about yourself. they remember your beauty when you feel ugly; your wholeness when you are broken; your innocence when you feel guilty; and your purpose when you are confused."" ~ african saying  i'm not looking for perfection -- no need to impress me -- just looking for a sweet intelligent man, who wishes to share something nice with a sweet intelligent woman.  it might be amazing, to find a special romantic partner -- or even a loving mate -- however, i prefer to go into this experience without expectations or limitations.  ~~~~~~~~~~~~~~~~~~~~~~~~ a little about me:  awake and aware - intelligent - playful - creative - educated - well-traveled ...  i'm not 'religious' -- but i'm privately spiritual. i've spent a lot of time with indians in brazil - and i have more than a few interesting stories to tell!  i've never been very political - but times have changed ... now i spend a lot of time trying to figure out what the heck is going on in the world!  i'm warm and playful, intelligent and mature, kind and very feminine -- with sprinkles of wonder and wisdom :)  i love nature and animals, and i especially love the sierras. i've had many animal companions during my lifetime (sadly, i have developed allergies to dogs and cats recently).","just chillin'. doing some writing and teaching -- contemplating my next move.  i appreciate honesty, so i will be honest here and say that i was in bed most of the winter with a kidney stone that would not move! i finally had it surgically removed and i'm feeling much better now! i mention this, because i'm taking things slow for a while (i'm up for a playful adventure, but i'm not up for mountain climbing). i'll be going through the summer with a laid back attitude, while gradually getting back in shape! (meeting a new man while i'm not in my best physical form, might be an interesting experiment!)","hmm... lots of stuff! creative pursuits appeal to me -- and i really enjoy helping people. i'm pretty good at designing, writing ... being patient, and being comfortable in my own skin. i'm kind of different -- outside the box -- and prefer it that way. :)","my green eyes ... and my curves ;) i'm of average height, 5' 7"" -- not thin or athletic -- but soft, curvy, and feminine.  the winter brought me 15 extra pounds -- so my curves are bigger than i'd prefer right now! but i'm good at losing weight when i put my mind to it.","i eat vegetarian theses days - for the health benefits. (every once in a while i still go for some seafood.) i love fresh and organic!  i don't watch tv at all. enjoy good films and music (eclectic taste). love beautiful writing, but read mostly to learn something new!  i'm a pretty chill and easy woman -- sometimes adventurous, but not athletic. more into poetic and passionate pursuits, and maybe some mystical adventures. would enjoy some good company for sharing amazing ideas and sweet moments .",my kids (grown) freedom beauty love spiritual connection a smile :),"today i've been thinking about this quote someone posted to my face book page -- and i'm wondering if men like this still exist:  find a guy who calls you beautiful instead of hot, who calls you back when you hang up on him, who will lie under the stars and listen to your heartbeat, or will stay awake just to watch you sleep... wait for the boy who kisses your forehead, who wants to show you off to the world when you are in sweats, who holds your hand in front of his friends, who thinks you're just as pretty without makeup on. one who is constantly reminding you of how much he cares and how lucky he is to have you.... the one who turns to his friends and says, 'that's her.'  hmmm...  i also like dreaming about growing clean food, and exploring natural medicines.  and lately, i've spent a lot of time contemplating this crazy ride we're on -- as well as planetary movements, and the shifting of our beloved earth.  politically, i once was optimistic about obama ... but i don't see the changes he promised. now, i'm not sure if i fit any political label. i guess i'm just wishing for a better world.  interesting times we live in. :)",no different from any other night for me - but i do like fridays very much :) (friday is venus day - and i'm very much the venus archetype!)  not many people go to the gym on a friday night - so maybe i'll be taking advantage of that in the coming weeks.,i talk to flowers -- sometimes i even give them a little kiss!,"if you're a good man -- intelligent, honest, generous, supportive, socially aware, and kind of chill ... and if you think there's potential for something nice, and maybe even something special - then please send me a few lines. :)  ps - i'd love to get an email from you, but i prefer not to 'chat' on okcupid.  note: any organizations, companies, institutions, or individuals, using this site or any of its associated sites for studies or projects, you do not have permission to use any of my profile or pictures in any form or forum both current and future. if you do so, it will be considered a violation of my privacy and will be subject to legal action."
single,f,straight,thin,anything,socially,graduated from college/university,middle eastern,67.0,-1,computer / hardware / software,2012-06-26-14-53,"san francisco, california","doesn't have kids, and doesn't want any",dislikes dogs and has cats,atheism and very serious about it,leo but it doesn&rsquo;t matter,no,"english (fluently), german (poorly)","i'm a transsexual woman living in sf. playful, clever, intelligent, atheist, honest. enjoy good movies and intelligent conversation. politics, fashion, whatever.",just left my job because it was cutting too much into my free time.,"programming, salsa dancing, and flying","i'm thin, cute, smart and stylishly dress much younger than i am.","books: shogun, the elegant universe movies: groundhog day, lotr, woo, bound music: ani defranco, beatles, enigma foods: indian, italian, mexican, german, vegetarian",packaging tape cops dental appointment reminders ziplock bags samosas estrogen patches.,"the relativistic implications of a quantized spacetime, and accessorizing",avoiding the crowds,i hate the taste of water and almost never drink the stuff.,"you have a hard body, you are not involved with anyone and you have great relationships with your ex's. bonus points for previous experience with transsexuals."
single,m,straight,athletic,mostly anything,socially,graduated from two-year college,hispanic / latin,67.0,-1,construction / craftsmanship,2012-06-19-20-26,"south san francisco, california",has kids,has dogs,christianity,aquarius,no,english,"outgoing and active, like outdoors. snow, beach and everything in between. looking for friends, maybe more if right.","entrepreneur, work keeps me very busy. family, friends and bbq's are fun. dining, dancing or quiet time is cool. love my dog....diego.","athletic...so sports. communication, social skills and patience. educated, world events and being dependable.",smile and friendly demeanor.,too many.,"family, friends, my dog, self respect, love and freedom.",life's relationships and being successful in many areas not just profession.,open to a good time and varies from large events to a quiet evening at home. depends on mood.,publicly i value my privacy.,"any reason, no harm in talking to anyone.......like being a social butterfly."
single,f,straight,fit,mostly anything,socially,graduated from college/university,asian,62.0,-1,medicine / health,2012-06-22-14-31,"san mateo, california",has kids,likes dogs and likes cats,other and somewhat serious about it,libra and it&rsquo;s fun to think about,no,"english (fluently), chinese (okay), spanish (okay)","are you health conscious? the ultimate in nutritional support is supplements designed using your personal dna assessment. and it's affordable. you can get information about your dna! did you inherit your father or mother's genetic history? or maybe not! it's now available.  3/21/2012 last night i took my first argentine tango lesson! jacqueline is this wonderful dancing buddah that teaches dance fusion at the pac. i took to her style of dance immediately. she mixes salsa, cha cha, and tango into the hour of dance, and i love it! just what the dr. ordered! thank you markus and dr. r. for bugging me! i have been reminded twice now, that dancing free style - like modern dance, unstructured would build some fire for me. i have been keeping dance fusion on my calendar for months now, trying to get it into my routine. i am slow to start something new, but once i make the commitment, i put more attention on it until it's integrated into my life. jacqueline has been an amazing match to what i have been looking for, and i found her with little effort! yay! so, this is what i learned about myself: hopefully, you can take some of this away for yourself.  i learned that tango requires of me to be present. i have to be in the moment. i have to focus on staying in my circle, keeping my attention between me and my dance partner. don't look down. don't think!!! don't think!!! don't think! i noticed that my feet were doing what they were suppose to be doing, as long as i stepped with the music, and kept walking. keep my frame centered face to face with my partner. as long as i was in the moment, and continued to stay with my partner and be present, i was ok. it was a strange feeling to be ""thoughtless""  what i was doing, when i tried to think, was ""chase"" my partner. i was slightly delayed. how many times do i ""chase"" my goals?  today, i forgot to come to work for one of my most favorite clients. my daughter mckenna stayed home in the morning because she has had a tummy ache for days. she just needed to sleep in a bit longer. i lost track of my routine after that. my favorite auntie (80+ years old) was visiting my mom for lunch and we both decided to meet her. it was a beautiful gathering, full of joy and laughter, and a beautiful sunny day! then we took a walk to the dance store to replace mckenna's shoes.  i had this feeling that i needed to be at the shop! i kept thinking i have to be there, but i didn't even try to check my calendar! so, we went home. and, i got a phone call from my favorite client! i missed my appointment with her. she's forgiven me, and we're rescheduling for tomorrow, but, i still am upset with myself! right now, i am mentally punishing myself for not being aware! i was chasing something else. i was in the moment enjoying my auntie and my family, and i could have been on time for my client! but, i didn't use my calendar to check my own schedule. i'm irritated with myself that i didn't listen to my inner guidance! how silly of me to have a calendar if i don't use it! everything that doesn't allow me to use my tools that i make to keep myself organized, let me destroy and uncreate that! rwgbppansbb!!!  3/21/2012 had my first argentine dance class last night! i learn more about myself when i take a class like that. how much am i able to be in present time? that's what it's all about in dance. that's what is all about in just about anything isn't it? i find it in my quilting, golf, yoga, just about anything really. being present is most valuable when being intimate with the one you love. ahh, what a sweet thought isn't it? i learned that i can easily let myself start thinking, which is the one thing you don't want to do with the argentine dance. you and your partner have to be in sync with the music. it's romantic, passionate, present! wow!! i am ready for more! did you happen to watch dancing with the stars monday night! it's going to be a good season! let me know if you are watching it too!  3/12/2012 well, i am dancing now! i found this awesome dance class called dance fusion and jaqueline is this amazing and sexy dancer who's inspiring me to get my groove back! i've been taking pilates for a year and a half and my core is strong, but i was missing music in my life. yay! i am happy to fit this new hobby into my already full and active life! until i find my life-mate play-mate, i'll be keeping myself busy and happy doing fun things. how does it get better than this? and what else is possible?  new post as of 2/24/2012. i have a craving to take up dancing again. dr. orders! i used to dance all the time. any kind of dance, i've tried it. i would like get back into salsa or swing. i am good at moving my body where i want it to go. maybe someone out there needs a good partner. i'm pretty good at following. if you are pretty experienced, and would like to help me brush up my steps, i'd be grateful!  previous post, i'm an old soul in a young body. it's taken me quite a long while to be comfortable to be in my own skin. i accept i am unique. i look younger than most women my age. i think younger. i am not set in my ways. i think i am open to new experiences, but with wisdom behind it. i push myself to open myself to new possibilities. i love to meet people who enjoy their life. i hope to meet like minded spirits who have defied the laws of nature, and bend time. i believe you don't have to buy into what society tries to promote. i want to surround myself with friends who know that they create their own reality. i challenge myself to break my own programmed thoughts that don't allow me to have a magnificent, magical life that i know we deserve to live. i stopped believing that life must be hard! i see evidence of it every day, when good things happen. i've been creative always. danced, sing, art. right now i stay fit by taking pilates 2-3 times a week. frankly, i am lazy when it comes to exercise. pilates is efficient, and gets the job done. i really want to make time for walking in nature, i am sure it will be good for me. i've been in musical theater. i sang for good from wicked in front of 1000, and made them cry. i volunteer for my daughters high school theater program as their ""wig mistress"" i've been in the beauty business for 40 years, and i help with backstage styling at their shows. i'm into the healing arts, and i pay attention to energy as much as i can stay alert to it. i love the work that i do, and i wish i can do it more. i love making a difference in the lives of others. i'm also n award winning quilter. making time for it has been hard in the last few years. i'm like an octopus, trying to manage all the creative avenues i want to keep moving. always learning to have balance. access consciousness is a practice that has helped me to create more space in my thinking to allow me to do more of what i want, not what i need. i love being an access consciousness facillitator. very rewarding. i work hard. i keep busy. i'm enjoying my life. the only thing that is missing is you! maybe! lol. i'm still not fully convinced that you are required! but, a pleasant and delightful addition to my life!","developing my practice as a stress management counselor, raising my daughter, creating balance in my life, but making my life important. it seems i am a natural consciousness facillitator? i'll be traveling and speaking more",allowing,"being grounded, being normal. some of my friends don't know how i manage my life as i do. i get more done than most people i know. however, i have attracted a new level of friends who are movers and shakers in this world and i am having lots of fun!","the ringing cedars series to date. loved wicked. modern family, big bang, planet earth, food made with love. good quality food, with good quality ingredients.",my divine connection love of my kids compassion gratitude hope faith,how does it get better? what are the possibilities that ______can show up in my life? what new amazing person will i meet? what new amazing adventure is in store for me today?,"nothing feels typical, but i can be cozy in my own nest. i'd enjoy a good movie and good food with a friend sports never makes it to the top of the list, ever! sorry boys, if sports is important and you want company, i am not the one. i wish, but i get bored with games any more. i love a good scrabble game! i am embarrassed to say how caught up i get playing words with friends! so distracting!!!! i used to enjoy monopoly, but it's been a while. i love hand and foot! do you know what that is?",nothing yet!,"you want to know more about access consciousness. if you have the courage to see your true self, i would love to help you discover yourself. enlightenment is truly attractive in the most pure way! i realize there are few who will take this in, but it will be rewarding to who i meet. i love the concept of opening the parameters to what you can attract into your life with a little intention. i really want to meet the guy who is happy with what they've become in life. you believe in self improvement. you have the courage to change for the better. you are open minded. you think out of the box. you are open to the metaphysical sciences. i've compared science and religion all my life. it all has meaning. energy is energy."
single,f,straight,average,mostly anything,often,graduated from high school,asian,60.0,-1,medicine / health,2012-05-01-17-52,"vallejo, california",has a kid,likes dogs and likes cats,christianity and somewhat serious about it,sagittarius and it&rsquo;s fun to think about,yes,"english (fluently), english (fluently), tagalog (fluently), tagalog (fluently), spanish (fluently)","nothing special about me, i'm just a simple individual.","well, life is a blast and i'm happy ! i'm healthy & optimist & always look at the positive side of many things in life.i look forward meeting a charming man,intelligent & warm heart.also i believed to treat people as one. my interest is in the heart of a man, rather than the outward appearance.the one should be my best friend as well.i want to meet him who, will love me, like no other.love is precious and fragile. and must be nurtured, never take for granted.and ................the rest comes naturally.",trusting people,my smile.....what do you think?,"fountain head by ann rand. mr ben, rock & roll...food everything","this is serious matters i believe,and of course, we need, air to breath,food to eat,water to take shower,electric to see the light,job to be active & alive.one thing is missing..........romance ! the bottom line.....life is a beautiful experience on earth.be happy.",how i can make it without my( brain):,"stay home ,and be content with soothing music, nice movies. or working a few hours.",its private.,"if your, sober? happy and interested"
single,f,straight,fit,anything,socially,graduated from masters program,hispanic / latin,63.0,-1,executive / management,2012-06-28-20-49,"berkeley, california",has kids,likes dogs and likes cats,catholicism and somewhat serious about it,leo but it doesn&rsquo;t matter,no,"english (fluently), spanish (poorly), german (okay)","fun and energetic, fit, bright, verbal, company founder interested in technology, science, music, art, travel, books, architecture, design, politics, economics.","my story: early years in nyc, then grew up in the santa clara valley, as orchards and vineyards yielded to the ""military-industrial complex"" and high tech. exchange student in germany (music), undergrad in california, then put self through b-school in boston. have been happy and successful in my career in creative enterprise, first as an employee, then as founder of a new division of an existing company, and then as founder of my own company. of equal or greater importance, part of a fruitful adult life including marriage to an academic, three great kids, and lots of music, art, architecture, science/technology, and travel. now looking for what comes next. still running my company, on some boards, town commissioner, mentor at local b-school, trustee of my college. one wonderful son at home.","-making things happen, starting things -encouragement, sharing enthusiasm -creative solutions, new ideas -conversation","-energy, liveliness, enthusiasm, fun -how much i manage to get done -youthfulness, even my doctor at a visit in march thought i was ten years younger than i am (she obviously hadn't read the chart)","probably the predictable for a literate, originally from new york, liberal, musical, intellectual/artsy person; with some junky popular culture enthusiasms mixed in","books, newspapers, and intelligent people with whom to discuss them creativity, beauty, art, design; excellence freedom, liberty, self-expression, new ideas engagement, passion, caring music travel",future and my children (2),"well, not necessarily just on a friday night, but some things i really enjoy: theater, concerts, lectures, film good conversation travel: bicoastal and international cities, islands new restaurants and neighborhoods looking at pictures: galleries, museums, auctions games that require thought and/or strategy: scrabble, settlers of catan, boggle",hmmmm...love of hawaiian music.,"if you find a connection or chemical with me please let me know if your interested or not, don't like the silent treatment."
single,m,straight,average,anything,socially,graduated from college/university,other,71.0,-1,science / tech / engineering,2012-06-28-20-36,"hayward, california",doesn't have kids,dislikes cats,christianity,capricorn,no,english,"hopefulromantic was taken and 2hopefulromantic was too long... lost the ""c"". oh well ... where do i start. okay, i am a simple human being, yet with a deep soul, who has a heart of gold and who believes in fairy tales. however, i also believe that the pillars of any successful relationship are understanding, loyalty, honesty, compromise, the will to make things work, communication and respect. i believe in fate too and that people meet for a purpose of higher nature and that there is a reason for everything.  i have waited and continue to wait for my ""dream girl"" and don't mind waiting my whole life for her. i have promised myself to stay single and not to marry for the sake of being married only; i will marry when i fall madly in love with that special woman who will make my heart miss a beat every time i see her or even just think of her. just to clarify, my ""dream girl"" is not a model via the way she looks, because looks alone does not define my ""dream girl"". also, i am not going to make a long list of all the things she should be. if i did that, then i might miss a really good woman. however, for simplicity sake, i would say that i like the woman who is loyal, romantic, sweet, compassionate, sincere, genuine and who honors, nurtures and/or takes care of her mind, body and soul.  by knowing me, you would discover that i am genuine, a true gentleman, compassionate, romantic, loyal and faithful, sensitive, introvert to some degree, humble and down to earth. i dislike with passion those who play games or those who lie and cheat. i am not into one night stand, never was and never will be. watching the rainbow and hearing a laughing child make me happy; they re-enforce my hope in everything good in life. when it comes to dealing with people, i am a strong believer in the saying, treat people as you like to be treated. oh, and i love poetry (write when inspired) and good dark chocolate (with almonds and/or strawberries yet better).  i love walking, enjoy long distance driving and beginning to play tennis once again after a long layoff.  thank you and best of luck to you.",trying to finish and publish my fourth book while working a normal job; it is not easy.,putting things together. i guess it comes from my mechanical background. very good at being organized and keeping things clean and neat.,i guess that i am the quiet type until they know me better.,"i like reading about self improvement books. i love most works by dr. leo buscaglia ( living loving & learning, loving each other, love: what life is all about, the way of the bull: a personal search for fulfillment), and deepak chopra. i also appreciate pbs programs that present amazing individuals such as dr. wayne dyer. i enjoy listening to modern rock and new age music, such as: ottmar liebert, u2, depeche mode, morrissey and the smiths, the cure, andrea bocelli, yanni, era, michael buble, don henley and the eagles, enya, adele, and i think i should stop here. i dislike rap. also, when the moment is right perhaps jazz or classics even though i know little about the two. my favorite movies are: becket, gone with the wind, doctor zhivago, spartacus, east of eden, when the legends die, the other side of the mountain, ghost, shawshank redemption, gladiator, the last of the mohicans, the english patient, the piano, titanic, love story, sleepless in seattle, the notebook, among few others. food, hmmmmmmm, i love thai, japanese, lebanese, korean, vietnamese and chinese. i enjoy a good kobe burger and having lunch at fresh choice or sweet tomatoes.","listening to the sound of the spanish guitar or piano, discovering new places or learning about new cultures, being with family or good friends, reading, walking and being who i am.",how i could make a difference in this short yet wonderful life.,depends,"hummmmmm, love to hold hands, hug and kiss.","you are simple, romantic, honest, genuine, a one man woman and you are guided by values and principles."
single,m,straight,fit,,socially,graduated from ph.d program,asian,70.0,-1,other,2011-08-16-06-34,"oakland, california",has kids,,,taurus but it doesn&rsquo;t matter,no,"english (fluently), chinese (okay), french (okay)","i try to keep things simple. a good day for me starts with the sound of birds outside my window, or the sound of rain on nearby leaves, snowflakes on virgin slopes, or the caress of my soulmate lying next to me. and what followeth after that has got to be good. close proximity to nature gets me going and sustains me. but my nature is also to wander, see the world's diversity, and explore the evolution of humans and their cultures. i have lived in paris, trekked to the base camp of mt. everest, and been diving in borneo and papua new guinea. having said that, i also love cities and what the urban setting has to offer - performing arts, museums, great restaurants, and the energy of many people with varied ideas.",exploring the endlessly interesting things in life around me.,"problem solving and getting to the crux of the matter quickly. expressing it diplomatically or in a sensitive manner, however, is another issue. i'm getting better. also, i'm better at (and prefer) one-on-one situations rather than groups.","most people notice that i am active, adventurous, and self-confident. i can be witty and humorous when you get to know me a little better.","i appreciate good cinema including foreign, documentary, indie, and film noir. not much into simplistic hollywood entertainment films with the usual good guys vs. bad guys themes. love all the world's great cuisines and am quite adventurous. not much of a hamburger guy.","friends and family mother nature - mountains, oceans, etc. performing arts occasional solitude great cuisine intimacy",social injustice and problems that affect the planet. i'd like to do my part to make things better. i also think about my next adventure.,with friends or family. occasionally at work. relaxing at home. so i guess i could be doing just about anything,just about anything - but it really depends on my relationship with the person who wants to know. most people don't really want to know all your private stuff anyway or can't handle it.,you think i may be more interesting than calling that number on the bathroom wall. you like someone who walks to the beat of a different drummer.
single,m,straight,fit,anything,socially,graduated from ph.d program,asian,69.0,-1,education / academia,2012-06-29-14-58,"berkeley, california",has kids,has dogs,christianity but not too serious about it,leo and it&rsquo;s fun to think about,no,"english, italian (fluently), french (okay)","i am seeking a warm, intelligent woman with a good sense of humor to explore new and interesting places, hike the desert southwest, enjoy intimate restaurants, have long conversations. while i'm ideally seeking a long-term relationship, i'm also open to just meeting someone new and interesting with whom to explore the bay area. my three greatest passions are nature, dogs and classical music. i am an amateur clarinetist, playing in a small chamber group.","i am an independent scholar, based in berkeley, with a phd. from uc berkeley, writing essays on italian renaissance culture. i've just finished essays on michelangelo and machiavelli. i very much enjoy making new discoveries which shed new light on important works of art and literature from the italian renaissance. i especially enjoy challenging the accepted wisdom on important cultural figures from the past.",seeing patterns--a lot of my work depends on seeing connections between things other scholars have missed. i'm also good at making someone feel valued and accepted.,my warm personality and enthusiasm for life.,"i love classical music and indian cuisine. my favorite pianist is dinu lipatti; my favorite cellist is janos starker; my favorite composer is bach; then brahms (chamber music) and monteverdi. in my opinion, dante is the greatest poet who ever lived. one of my favorite movies (besides the classics--bergman, antonioni, etc.) is pulp fiction--for me, the writing is over-the-top witty and brilliant.",good food and coffee. good music. nature. dogs. travel. classical and renaissance art and literature.,"my research, sex, dogs, italy (not necessarily in that order).","often by myself, reading the new york times--that's why i joined this dating site!",i might admit it privately.,"you're interested in finding a serious relationship, but also if you just want to make a new friend to have an interesting conversation with and explore the bay area--i really like point reyes."
